Movie Name,Scraped Name,Budget,Director,Writer,Actor,Rating,OtherInfo,Date,DirectorsRating,WritersRating,TotalFollowers,Revenue
High School Musical,High School Musical,4200000,['Kenny Ortega'],['Peter Barsocchini'],"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale']",5.5,"TV Movie
2006
TV-G
1h 38m",2006,5.333333333,4.666666667,22.68841982,"$5,940 "
Manglehorn,Manglehorn,4000000,['David Gordon Green'],['Paul Brad Logan'],"['Al Pacino', 'Holly Hunter', 'Harmony Korine']",5.5,"2014
PG-13
1h 37m",2014,6,5,10.8889548,"$797,439 "
The Last Time I Committed Suicide,The Last Time I Committed Suicide,4000000,['Stephen Kay'],"['Neal Cassady', 'Stephen Kay']","['Thomas Jane', 'Keanu Reeves', 'Adrien Brody']",5.5,"1997
R
1h 32m",1997,5,5,10.80977513,"$12,836 "
Manglehorn,Manglehorn,4000000,['David Gordon Green'],['Paul Brad Logan'],"['Al Pacino', 'Holly Hunter', 'Harmony Korine']",5.5,"2014
PG-13
1h 37m",2014,6,5,10.8889548,"$797,439 "
The Last Time I Committed Suicide,The Last Time I Committed Suicide,4000000,['Stephen Kay'],"['Neal Cassady', 'Stephen Kay']","['Thomas Jane', 'Keanu Reeves', 'Adrien Brody']",5.5,"1997
R
1h 32m",1997,5,5,10.80977513,"$12,836 "
Taxman,Taxman,3500000,['Avi Nesher'],"['Avi Nesher', 'Roger H. Berger']","['Joe Pantoliano', 'Wade Dominguez', 'Elizabeth Berkley']",5.5,"1998
R
1h 44m",1998,5,5,11.92701703,"$9,871 "
Open Road,The Open Road,3000000,['Michael Meredith'],['Michael Meredith'],"['Justin Timberlake', 'Ted Danson', 'Harry Dean Stanton']",5.5,"2009
PG-13
1h 30m",2009,5,5,16.34721777,"$47,469 "
Diary of the Dead,Diary of the Dead,2750000,['George A. Romero'],['George A. Romero'],"['Michelle Morgan', 'Joshua Close', 'Shawn Roberts']",5.5,"2007
R
1h 35m",2007,7,7,13.16905246,"$5,394,447 "
The Dog Lover,The Dog Lover,2000000,['Alex Ranarivelo'],"['James Remar', 'Lea Thompson', 'Jayson Blair']","['James Remar', 'Lea Thompson', 'Jayson Blair']",5.5,"2016
PG
1h 41m",2016,5,5,12.73443448,$0 
Girlhouse,Girl House,1500000,"['Jon Knautz', 'Trevor Matthews']",['Nick Gordon'],"['Ali Cobrin', 'Adam DiMarco', 'George Carroll']",5.5,"2014
Not Rated
1h 41m",2014,5,5,14.06018677,$0 
The Day the Earth Stood Still,The Day the Earth Stood Still,1200000,['Scott Derrickson'],"['David Scarpa', 'Edmund H. North']","['Keanu Reeves', 'Jennifer Connelly', 'Kathy Bates']",5.5,"2008
PG-13
1h 44m",2008,6.333333333,5.333333333,9.177308472,"$237,370,350 "
Two Girls and a Guy,Two Girls and a Guy,1000000,['James Toback'],['James Toback'],"['Robert Downey Jr.', 'Heather Graham', 'Natasha Gregson Wagner']",5.5,"1997
NC-17
1h 24m",1997,4.666666667,6.333333333,5.67669361,"$2,315,026 "
Lisa Picard is Famous,Lisa Picard Is Famous,1000000,['Griffin Dunne'],"['Nat DeWolf', 'Laura Kirk']","['Laura Kirk', 'Nat DeWolf', 'Griffin Dunne']",5.5,"2000
PG-13
1h 30m",2000,5.5,5,9.914665717,"$113,433 "
Sparkler,Sparkler,1000000,['Darren Stein'],"['Catherine Eads', 'Darren Stein']","['Park Overall', 'Veronica Cartwright', 'Don Harvey']",5.5,"1997
R
1h 36m",1997,5,5,5.659712785,"$5,494 "
The Innkeepers,The Innkeepers,750000,['Ti West'],['Ti West'],"['Sara Paxton', 'Pat Healy', 'Kelly McGillis']",5.5,"2011
R
1h 41m",2011,5.666666667,5.666666667,11.48002995,"$1,011,535 "
All the Boys Love Mandy Lane,All the Boys Love Mandy Lane,750000,['Jonathan Levine'],['Jacob Forman'],"['Amber Heard', 'Anson Mount', 'Whitney Able']",5.5,"2006
R
1h 30m",2006,6,5,14.96073232,"$1,960,521 "
Insomnia Manica,Insomnia Manica,500000,['Dastan Khalili'],['Dastan Khalili'],"['Rai Alexandra', 'Gregory Searrao Bach', 'Chin-Chien Chang']",5.5,"2005
2h 7m",2005,5,5,5.184691431,$0 
"First Love, Last Rites","First Love, Last Rites",300000,['Jesse Peretz'],"['Ian McEwan', 'David Ryan', 'Jesse Peretz']","['Natasha Gregson Wagner', 'Giovanni Ribisi', 'Robert John Burke']",5.5,"1997
R
1h 34m",1997,5.666666667,5.5,7.639087871,"$10,876 "
On the Outs,Crazy on the Outside,250000,['Tim Allen'],"['Judd Pillot', 'John Peaslee']","['Tim Allen', 'Sigourney Weaver', 'Jeanne Tripplehorn']",5.5,"2010
PG-13
1h 36m",2010,5,5,8.722633923,"$237,816 "
The Love Letter,The Love Letter,250000,['Peter Ho-Sun Chan'],"['Cathleen Schine', 'Maria Maggenti']","['Kate Capshaw', 'Tom Everett Scott', 'Tom Selleck']",5.5,"1999
PG-13
1h 28m",1999,6.333333333,5.333333333,9.203576775,"$9,245,877 "
Perfect Cowboy,Perfect Cowboy,200000,['Ken Roht'],['Ken Roht'],"['Ken Roht', 'Jeffrey Watkins', 'William Nicol']",5.5,"2014
Not Rated
1h 49m",2014,5,5,5.674941932,$0 
Sweet Sweetback's Baad Asssss Song,Sweet Sweetback's Baadasssss Song,150000,['Melvin Van Peebles'],['Melvin Van Peebles'],"['Melvin Van Peebles', 'Hubert Scales', 'John Dullaghan']",5.5,"1971
R
1h 37m",1971,5,5,6.382721794,"$15,200,000 "
Closure,Closure,100000,['Dan Reed'],['Dan Reed'],"['Danny Dyer', 'Gillian Anderson', 'Adam Rayner']",5.5,"2007
R
1h 20m",2007,5,5,9.513883186,$0 
The Love Letter,The Love Letter,250000,['Peter Ho-Sun Chan'],"['Cathleen Schine', 'Maria Maggenti']","['Kate Capshaw', 'Tom Everett Scott', 'Tom Selleck']",5.5,"1999
PG-13
1h 28m",1999,6.333333333,5.333333333,9.203576775,"$9,245,877 "
Perfect Cowboy,Perfect Cowboy,200000,['Ken Roht'],['Ken Roht'],"['Ken Roht', 'Jeffrey Watkins', 'William Nicol']",5.5,"2014
Not Rated
1h 49m",2014,5,5,5.674941932,$0 
Sweet Sweetback's Baad Asssss Song,Sweet Sweetback's Baadasssss Song,150000,['Melvin Van Peebles'],['Melvin Van Peebles'],"['Melvin Van Peebles', 'Hubert Scales', 'John Dullaghan']",5.5,"1971
R
1h 37m",1971,5,5,6.382721794,"$15,200,000 "
Closure,Closure,100000,['Dan Reed'],['Dan Reed'],"['Danny Dyer', 'Gillian Anderson', 'Adam Rayner']",5.5,"2007
R
1h 20m",2007,5,5,9.513883186,$0 
The Meg,The Meg,178000000,['Jon Turteltaub'],"['Dean Georgaris', 'Jon Hoeber', 'Erich Hoeber']","['Jason Statham', 'Bingbing Li', 'Rainn Wilson']",5.6,"2018
PG-13
1h 53m",2018,6.333333333,6,18.58838377,"$527,267,828 "
Dolittle,Dolittle,175000000,['Stephen Gaghan'],"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand']","['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen']",5.6,"2020
PG
1h 41m",2020,5,5.333333333,11.04921802,"$251,509,294 "
Jurassic World: Dominion,Jurassic World Dominion,165000000,['Colin Trevorrow'],"['Emily Carmichael', 'Colin Trevorrow', 'Derek Connolly']","['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern']",5.6,"2022
PG-13
2h 27m",2022,5.666666667,5.5,20.13033377,"$1,004,004,533 "
Pacific Rim: Uprising,Pacific Rim: Uprising,155000000,['Steven S. DeKnight'],"['Steven S. DeKnight', 'Emily Carmichael', 'Kira Snyder']","['John Boyega', 'Scott Eastwood', 'Cailee Spaeny']",5.6,"2018
PG-13
1h 51m",2018,6.5,5,14.78124972,"$290,930,148 "
Hulk,Hulk,137000000,['Ang Lee'],"['Stan Lee', 'Jack Kirby', 'James Schamus']","['Eric Bana', 'Jennifer Connelly', 'Sam Elliott']",5.6,"2003
PG-13
2h 18m",2003,7,5.888888889,13.0471001,"$245,031,679 "
The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,132900000,"['Lasse HallstrÃ¶m', 'Joe Johnston']","['Ashleigh Powell', 'E.T.A. Hoffmann', 'Marius Petipa']","['Mackenzie Foy', 'Keira Knightley', 'Morgan Freeman']",5.6,"2018
PG
1h 39m",2018,6.833333333,5,18.28148789,"$170,024,300 "
R.I.P.D.,R.I.P.D.,130000000,['Robert Schwentke'],"['Phil Hay', 'Matt Manfredi', 'David Dobkin']","['Ryan Reynolds', 'Jeff Bridges', 'Mary-Louise Parker']",5.6,"2013
PG-13
1h 36m",2013,6,5.666666667,11.73158877,"$79,076,678 "
AssassinÃ¢ÂÂs Creed,Assassin's Creed,125000000,['Justin Kurzel'],"['Michael Lesslie', 'Adam Cooper', 'Bill Collage']","['Michael Fassbender', 'Marion Cotillard', 'Jeremy Irons']",5.6,"2016
PG-13
1h 55m",2016,5,5.555555556,14.93651374,#N/A
Tang Ren Jie Tan An 3,Detective Chinatown 3,117000000,['Sicheng Chen'],"['Sicheng Chen', 'Wusi Liu', 'Nomy Xu']","['Baoqiang Wang', 'Haoran Liu', 'Satoshi Tsumabuki']",5.6,"2021
R
2h 16m",2021,5,5,14.61313811,"$699,072,066 "
Men in Black: International,Men in Black: International,110000000,['F. Gary Gray'],"['Matt Holloway', 'Art Marcum', 'Lowell Cunningham']","['Chris Hemsworth', 'Tessa Thompson', 'Kumail Nanjiani']",5.6,"2019
PG-13
1h 54m",2019,7,5.777777778,20.35793485,"$254,310,003 "
Ice Age: Collision Course,Ice Age: Collision Course,105000000,"['Michael Thurmeier', 'Galen T. Chu']","['Michael J. Wilson', 'Michael Berg', 'Yoni Brenner']","['Ray Romano', 'Denis Leary', 'John Leguizamo']",5.6,"2016
PG
1h 34m",2016,5.333333333,6.166666667,14.61168083,"$402,156,682 "
Charlie's Angels,Charlie's Angels,90000000,['McG'],"['Ryan Rowe', 'Ed Solomon', 'John August']","['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu']",5.6,"2000
PG-13
1h 38m",2000,7,6.222222222,18.7133225,"$259,736,090 "
You Don't Mess With the Zohan,You Don't Mess with the Zohan,90000000,['Dennis Dugan'],"['Adam Sandler', 'Robert Smigel', 'Judd Apatow']","['Adam Sandler', 'John Turturro', 'Emmanuelle Chriqui']",5.6,"2008
PG-13
1h 53m",2008,6.333333333,6.222222222,16.42134722,"$202,910,991 "
Pixels,Pixels,90000000,['Chris Columbus'],"['Tim Herlihy', 'Timothy Dowling', 'Patrick Jean']","['Adam Sandler', 'Kevin James', 'Michelle Monaghan']",5.6,"2015
PG-13
1h 45m",2015,7,5.777777778,19.8573325,"$244,041,804 "
Judge Dredd,Judge Dredd,85000000,['Danny Cannon'],"['John Wagner', 'Carlos Ezquerra', 'Michael De Luca']","['Sylvester Stallone', 'Armand Assante', 'Rob Schneider']",5.6,"1995
R
1h 36m",1995,5.333333333,5.555555556,18.14860265,"$113,487,912 "
Timeline,Timeline,80000000,['Richard Donner'],"['Michael Crichton', 'Jeff Maguire', 'George Nolfi']","['Paul Walker', 'Gerard Butler', 'Billy Connolly']",5.6,"2003
PG-13
1h 56m",2003,6.666666667,6.777777778,18.19479176,"$26,703,184 "
Be Cool,Be Cool,75000000,['F. Gary Gray'],"['Elmore Leonard', 'Peter Steinfeld']","['John Travolta', 'Uma Thurman', 'Dwayne Johnson']",5.6,"2005
PG-13
1h 58m",2005,7,6,20.88874096,"$94,944,017 "
The 355,The 355,75000000,['Simon Kinberg'],"['Theresa Rebeck', 'Simon Kinberg']","['Jessica Chastain', 'PenÃ©lope Cruz', 'Bingbing Fan']",5.6,"2022
PG-13
2h 2m",2022,5,5.666666667,13.30103,"$18,902,798 "
Runaway Bride,Runaway Bride,70000000,['Garry Marshall'],"['Josann McGibbon', 'Sara Parriott']","['Julia Roberts', 'Richard Gere', 'Joan Cusack']",5.6,"1999
PG
1h 56m",1999,6.333333333,5,15.56548229,"$310,138,178 "
AVP: Alien Vs. Predator,Alien vs. Predator,70000000,['Paul W.S. Anderson'],"['Dan O Bannon', 'Ronald Shusett', 'Jim Thomas']","['Sanaa Lathan', 'Lance Henriksen', 'Raoul Bova']",5.6,"2004
PG-13
1h 41m",2004,6,7.111111111,17.00603795,"$172,543,519 "
Bad Company,Bad Company,70000000,['Joel Schumacher'],"['Gary M. Goodman', 'David Himmelstein', 'Jason Richman']","['Anthony Hopkins', 'Chris Rock', 'Matthew Marsh']",5.6,"2002
PG-13
1h 56m",2002,7,5.111111111,10.32592596,"$69,157,016 "
The Dark Tower,The Dark Tower,66000000,['Nikolaj Arcel'],"['Akiva Goldsman', 'Jeff Pinkner', 'Anders Thomas Jensen']","['Idris Elba', 'Matthew McConaughey', 'Tom Taylor']",5.6,"2017
PG-13
1h 35m",2017,5,6.777777778,18.04296907,"$113,461,527 "
Daddy Day Care,Daddy Day Care,60000000,['Steve Carr'],['Geoff Rodkey'],"['Eddie Murphy', 'Jeff Garlin', 'Anjelica Huston']",5.6,"2003
PG
1h 32m",2003,5.666666667,4.666666667,4.591064607,"$164,285,587 "
Dark Water,Dark Water,60000000,['Walter Salles'],"['KÃ´ji Suzuki', 'Hideo Nakata', 'Takashige Ichise']","['Jennifer Connelly', 'Ariel Gade', 'John C. Reilly']",5.6,"2005
PG-13
1h 45m",2005,6.5,5.222222222,7.474172541,"$49,473,093 "
The Black Dahlia,The Black Dahlia,60000000,['Brian De Palma'],"['Josh Friedman', 'James Ellroy']","['Josh Hartnett', 'Aaron Eckhart', 'Scarlett Johansson']",5.6,"2006
R
2h 1m",2006,7.333333333,6,10.42514279,"$49,238,525 "
The Pacifier,The Pacifier,56000000,['Adam Shankman'],"['Thomas Lennon', 'Robert Ben Garant']","['Vin Diesel', 'Brittany Snow', 'Max Thieriot']",5.6,"2005
PG
1h 35m",2005,6.333333333,5.833333333,16.46389299,"$198,006,880 "
R.V.,RV,55000000,['Barry Sonnenfeld'],['Geoff Rodkey'],"['Robin Williams', 'Cheryl Hines', 'Kristin Chenoweth']",5.6,"2006
PG
1h 39m",2006,6.333333333,4.666666667,11.12057393,"$87,473,024 "
Chain Reaction,Chain Reaction,55000000,['Andrew Davis'],"['Arne Schmidt', 'Rick Seaman', 'Josh Friedman']","['Keanu Reeves', 'Morgan Freeman', 'Rachel Weisz']",5.6,"1996
PG-13
1h 47m",1996,6.666666667,5.277777778,11.90525605,"$60,209,334 "
Imagine That,Imagine That,55000000,['Karey Kirkpatrick'],"['Ed Solomon', 'Chris Matheson']","['Eddie Murphy', 'Thomas Haden Church', 'Yara Shahidi']",5.6,"2009
PG
1h 47m",2009,5.666666667,6.166666667,14.20331851,"$22,438,144 "
"You, Me and Dupree","You, Me and Dupree",54000000,"['Anthony Russo', 'Joe Russo']",['Michael LeSieur'],"['Kate Hudson', 'Owen Wilson', 'Matt Dillon']",5.6,"2006
PG-13
1h 50m",2006,6,5,12.55266822,"$130,402,010 "
Domestic Disturbance,Domestic Disturbance,53000000,['Harold Becker'],"['Lewis Colick', 'William S. Comanor', 'Gary Drucker']","['John Travolta', 'Nick Loren', 'Matt O Leary']",5.6,"2001
PG-13
1h 29m",2001,6,5.333333333,13.62266717,"$54,207,112 "
Barnyard: The Original Party Animals,Barnyard,51000000,['Steve Oedekerk'],['Steve Oedekerk'],"['Kevin James', 'Courteney Cox', 'Danny Glover']",5.6,"2006
PG
1h 30m",2006,6,6,16.87391321,"$118,583,844 "
Failure to Launch,Failure to Launch,50000000,['Tom Dey'],"['Tom J. Astle', 'Matt Ember']","['Matthew McConaughey', 'Sarah Jessica Parker', 'Kathy Bates']",5.6,"2006
PG-13
1h 37m",2006,5.333333333,6,17.47954652,"$128,402,901 "
What Planet Are You From?,What Planet Are You From?,50000000,['Mike Nichols'],"['Garry Shandling', 'Michael Leeson', 'Ed Solomon']","['Garry Shandling', 'Annette Bening', 'John Goodman']",5.6,"2000
R
1h 45m",2000,6.666666667,5.555555556,6.024434354,"$6,291,602 "
CharlieÃ¢ÂÂs Angels,Charlie's Angels,48000000,['McG'],"['Ryan Rowe', 'Ed Solomon', 'John August']","['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu']",5.6,"2000
PG-13
1h 38m",2000,7,6.222222222,18.7133225,#N/A
The Specialist,The Specialist,45000000,['Luis Llosa'],"['John Shirley', 'Alexandra Seros']","['Sylvester Stallone', 'Sharon Stone', 'James Woods']",5.6,"1994
R
1h 50m",1994,4.5,5,19.00207963,"$170,362,581 "
Kicking and Screaming,Kicking & Screaming,45000000,['Jesse Dylan'],"['Leo Benvenuti', 'Steve Rudnick']","['Will Ferrell', 'Robert Duvall', 'Josh Hutcherson']",5.6,"2005
PG
1h 35m",2005,5.666666667,5.666666667,14.32443567,"$55,842,724 "
Boomerang,Boomerang,42000000,['Reginald Hudlin'],"['Barry W. Blaustein', 'David Sheffield', 'Eddie Murphy']","['Eddie Murphy', 'Robin Givens', 'Halle Berry']",5.6,"1992
R
1h 57m",1992,5.666666667,5.444444444,11.54530712,"$131,052,444 "
Scream 3,Scream 3,40000000,['Wes Craven'],"['Kevin Williamson', 'Ehren Kruger']","['David Arquette', 'Neve Campbell', 'Courteney Cox']",5.6,"2000
R
1h 56m",2000,6.666666667,6.333333333,18.3336274,"$161,838,076 "
Dumb and Dumber To,Dumb and Dumber To,40000000,"['Bobby Farrelly', 'Peter Farrelly']","['Sean Anders', 'John Morris', 'Peter Farrelly']","['Jim Carrey', 'Jeff Daniels', 'Rob Riggle']",5.6,"2014
PG-13
1h 49m",2014,7,6.777777778,10.12287092,"$156,553,592 "
Autumn in New York,Autumn in New York,40000000,['Joan Chen'],['Allison Burnett'],"['Richard Gere', 'Winona Ryder', 'Anthony LaPaglia']",5.6,"2000
PG-13
1h 43m",2000,5,6,14.70838009,"$90,717,684 "
The Reaping,The Reaping,40000000,['Stephen Hopkins'],"['Carey W. Hayes', 'Chad Hayes', 'Brian Rousso']","['Hilary Swank', 'David Morrissey', 'AnnaSophia Robb']",5.6,"2007
R
1h 39m",2007,6.333333333,6,17.82736927,"$62,226,214 "
Paranoia,Paranoia,40000000,['Robert Luketic'],"['Jason Hall', 'Barry L. Levy', 'Joseph Finder']","['Liam Hemsworth', 'Gary Oldman', 'Harrison Ford']",5.6,"2013
PG-13
1h 46m",2013,6,5.666666667,10.94855477,"$16,340,767 "
Because I Said So,Because I Said So,39000000,['Michael Lehmann'],"['Karen Leigh Hopkins', 'Jessie Nelson']","['Diane Keaton', 'Mandy Moore', 'Gabriel Macht']",5.6,"2007
PG-13
1h 42m",2007,5,5.5,19.5563025,"$69,538,833 "
The War with Grandpa,The War with Grandpa,38000000,['Tim Hill'],"['Tom J. Astle', 'Matt Ember', 'Robert Kimmel Smith']","['Robert De Niro', 'Uma Thurman', 'Rob Riggle']",5.6,"2020
PG
1h 34m",2020,5.333333333,5.666666667,10.69019608,"$46,819,069 "
The Kitchen,The Kitchen,38000000,['Andrea Berloff'],"['Andrea Berloff', 'Ollie Masters', 'Ming Doyle']","['Melissa McCarthy', 'Tiffany Haddish', 'Elisabeth Moss']",5.6,"2019
R
1h 42m",2019,5,5.333333333,20.22530928,"$15,779,261 "
Beast,Beast,36000000,['Baltasar KormÃ¡kur'],"['Jaime Primak Sullivan', 'Ryan Engle']","['Liyabuya Gongo', 'Martin Munro', 'Daniel Hadebe']",5.6,"2022
R
1h 33m",2022,7,5.5,8.432980509,"$59,168,339 "
Spy Kids,Spy Kids,35000000,['Robert Rodriguez'],['Robert Rodriguez'],"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas']",5.6,"2001
PG
1h 28m",2001,7.333333333,7.333333333,18.77641059,"$197,692,062 "
Goosebumps 2: Haunted Halloween,Goosebumps 2: Slappy's Revenge,35000000,['Ari Sandel'],"['Rob Lieber', 'Darren Lemke', 'R.L. Stine']","['Wendi McLendon-Covey', 'Madison Iseman', 'Jeremy Ray Taylor']",5.6,"2018
PG
1h 30m",2018,5.666666667,5.555555556,17.35650198,"$93,006,429 "
Exit Wounds,Exit Wounds,33000000,['Andrzej Bartkowiak'],"['Ed Horowitz', 'Richard D Ovidio', 'John Westermann']","['Steven Seagal', 'DMX', 'Isaiah Washington']",5.6,"2001
R
1h 41m",2001,5.333333333,4.833333333,12.20384846,"$79,958,599 "
The Big Wedding,The Big Wedding,32500000,['Justin Zackham'],"['Justin Zackham', 'Jean-StÃ©phane Bron', 'Karine Sudan']","['Robert De Niro', 'Diane Keaton', 'Katherine Heigl']",5.6,"2013
R
1h 29m",2013,5,5.222222222,15.68142216,"$48,425,971 "
Wanderlust,Wanderlust,32500000,['David Wain'],"['David Wain', 'Ken Marino']","['Jennifer Aniston', 'Paul Rudd', 'Malin Akerman']",5.6,"2012
R
1h 38m",2012,5.333333333,5,13.35197014,"$24,159,934 "
I Feel Pretty,I Feel Pretty,32000000,"['Abby Kohn', 'Marc Silverstein']","['Abby Kohn', 'Marc Silverstein']","['Amy Schumer', 'Michelle Williams', 'Emily Ratajkowski']",5.6,"2018
PG-13
1h 50m",2018,5,6,20.59106461,"$91,444,095 "
George and the Dragon,George and the Dragon,32000000,['Tom Reeve'],"['Tom Reeve', 'Michael Burks']","['James Purefoy', 'Piper Perabo', 'Patrick Swayze']",5.6,"2004
PG
1h 33m",2004,5,5,9.80611211,$0 
Birth of the Dragon,Birth of the Dragon,31000000,['George Nolfi'],"['Stephen J. Rivele', 'Christopher Wilkinson', 'Michael Dorgan']","['Billy Magnussen', 'Yu Xia', 'Philip Ng']",5.6,"2016
PG-13
1h 35m",2016,7,5.333333333,10.25411284,"$7,220,490 "
Life of the Party,Life of the Party,30000000,['Ben Falcone'],"['Melissa McCarthy', 'Ben Falcone']","['Melissa McCarthy', 'Matt Walsh', 'Molly Gordon']",5.6,"2018
PG-13
1h 45m",2018,4.5,4.5,18.31722735,"$65,859,911 "
Mr. 3000,Mr. 3000,30000000,['Charles Stone III'],"['Eric Champnella', 'Keith Mitchell', 'Howard Michael Gould']","['Bernie Mac', 'Angela Bassett', 'Michael Rispoli']",5.6,"2004
PG-13
1h 44m",2004,5,5,6.602059991,"$21,827,296 "
mother!,The Mother,30000000,['Niki Caro'],"['Misha Green', 'Andrea Berloff', 'Peter Craig']","['Jennifer Lopez', 'Lucy Paez', 'Omari Hardwick']",5.6,"2023
R
1h 55m",2023,7,6.222222222,13.03965202,"$44,516,999 "
Wu ji,Wu ji,30000000,['Kaige Chen'],"['Kaige Chen', 'Tan Cheung']","['Cecilia Cheung', 'Jang Dong-Gun', 'Hiroyuki Sanada']",5.6,"2005
PG-13
2h 1m",2005,5,5,10.29976871,"$35,869,934 "
Wild Card,Wild Card,30000000,['Simon West'],['William Goldman'],"['Jason Statham', 'Michael Angarano', 'Dominik Garcia']",5.6,"2015
R
1h 32m",2015,6,8,16.92220628,"$4,315,789 "
Collide,Collide,29200000,['Eran Creevy'],"['F. Scott Frazier', 'Eran Creevy']","['Nicholas Hoult', 'Felicity Jones', 'Anthony Hopkins']",5.6,"2016
PG-13
1h 39m",2016,5,5,11.30103,"$5,466,698 "
Night School,Night School,29000000,['Malcolm D. Lee'],"['Kevin Hart', 'Harry Ratchford', 'Joey Wells']","['Kevin Hart', 'Tiffany Haddish', 'Rob Riggle']",5.6,"2018
PG-13
1h 51m",2018,6,5.555555556,15.09551804,"$104,145,633 "
A Bad Moms Christmas,A Bad Moms Christmas,28000000,"['Jon Lucas', 'Scott Moore']","['Jon Lucas', 'Scott Moore']","['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn']",5.6,"2017
R
1h 44m",2017,5.666666667,6.333333333,11.96754798,"$127,710,550 "
Brick Mansions,Brick Mansions,28000000,['Camille Delamarre'],"['Luc Besson', 'Bibi Naceri', 'Ryan Amon']","['Paul Walker', 'David Belle', 'RZA']",5.6,"2014
PG-13
1h 30m",2014,5,6,13.25527251,"$73,421,224 "
What Just Happened,What Just Happened,27000000,['Barry Levinson'],['Art Linson'],"['Robert De Niro', 'John Turturro', 'Stanley Tucci']",5.6,"2008
R
1h 44m",2008,7.333333333,5,14.48953663,"$2,412,123 "
The Magic Flute,The Magic Flute,27000000,['Florian Sigl'],"['Wolfgang Amadeus Mozart', 'Emanuel Schikaneder', 'Christopher Zwickler']","['Jack Wolfe', 'F. Murray Abraham', 'Niamh McCormack']",5.6,"2022
1h 55m",2022,5,5,0,$0 
Bad Santa 2,Bad Santa 2,26000000,['Mark Waters'],"['Johnny Rosenthal', 'Shauna Cross', 'Glenn Ficarra']","['Billy Bob Thornton', 'Kathy Bates', 'Tony Cox']",5.6,"2016
R
1h 32m",2016,6.333333333,5.666666667,10.32890066,"$23,345,113 "
The Wild Thornberrys Movie,The Wild Thornberrys,25000000,"['Cathy Malkasian', 'Jeff McGrath']","['Kate Boutilier', 'Arlene Klasky', 'Gabor Csupo']","['Tim Curry', 'Rupert Everett', 'Flea']",5.6,"2002
PG
1h 25m",2002,5,5,14.88081359,"$60,694,737 "
Beauty Shop,Beauty Shop,25000000,['Bille Woodruff'],"['Elizabeth Hunter', 'Kate Lanier', 'Norman Vance Jr.']","['Queen Latifah', 'Alicia Silverstone', 'Djimon Hounsou']",5.6,"2005
PG-13
1h 45m",2005,4.666666667,5.333333333,16.86129539,"$38,351,350 "
Jeepers Creepers 2,Jeepers Creepers 2,25000000,['Victor Salva'],['Victor Salva'],"['Jonathan Breck', 'Ray Wise', 'Nicki Aycox']",5.6,"2003
R
1h 44m",2003,6,5.5,11.37098766,"$119,923,801 "
Good Luck Chuck,Good Luck Chuck,25000000,['Mark Helfrich'],"['Josh Stolberg', 'Steve Glenn']","['Dane Cook', 'Jessica Alba', 'Dan Fogler']",5.6,"2007
R
1h 36m",2007,5,5,16.37574772,"$60,709,968 "
Bride of Chucky,Bride of Chucky,25000000,['Ronny Yu'],['Don Mancini'],"['Jennifer Tilly', 'Brad Dourif', 'Katherine Heigl']",5.6,"1998
R
1h 29m",1998,5.333333333,5.333333333,14.90596579,"$50,692,188 "
Fist Fight,Fist Fight,25000000,['Richie Keen'],"['Van Robichaux', 'Evan Susser', 'Max Greenfield']","['Ice Cube', 'Charlie Day', 'Tracy Morgan']",5.6,"2017
R
1h 31m",2017,5,5,19.7065471,"$40,286,416 "
The Sitter,The Sitter,25000000,['David Gordon Green'],"['Brian Gatewood', 'Alessandro Tanaka']","['Jonah Hill', 'Ari Graynor', 'Sam Rockwell']",5.6,"2011
R
1h 21m",2011,6,5,9.861825559,"$38,749,404 "
The Box,The Box,25000000,['Richard Kelly'],"['Richard Kelly', 'Richard Matheson']","['Cameron Diaz', 'James Marsden', 'Frank Langella']",5.6,"2009
PG-13
1h 55m",2009,6,6.333333333,11.78390358,"$34,356,760 "
Love Ranch,Love Ranch,25000000,['Taylor Hackford'],['Mark Jacobson'],"['Helen Mirren', 'Joe Pesci', 'Sergio Peris-Mencheta']",5.6,"2010
R
1h 57m",2010,7,6,14.81291336,"$146,149 "
Win a Date with Tad Hamilton!,Win a Date with Tad Hamilton!,24000000,['Robert Luketic'],['Victor Levin'],"['Kate Bosworth', 'Josh Duhamel', 'Topher Grace']",5.6,"2004
PG-13
1h 35m",2004,6,5,18.04766419,"$17,589,829 "
Josie and the Pussycats,Josie and the Pussycats,22000000,"['Harry Elfont', 'Deborah Kaplan']","['Deborah Kaplan', 'Harry Elfont', 'Richard Goldwater']","['Rachael Leigh Cook', 'Tara Reid', 'Rosario Dawson']",5.6,"2001
PG-13
1h 38m",2001,5.5,5.444444444,11.8299467,"$14,307,223 "
